sample_id	isic_id	mask_filename	mask_path	status	match_method	image_filename	image_path	num_image_matches	diagnosis	annotator	source
ag021607rab36_NCP		ag021607rab36_NCP.tiff	data/masks/ag021607rab36_NCP.tiff	multiple_images	normalized_old_id	ag021607rab36_CP.jpg | ag021607rab36_NCP.jpg	data\imgs\ag021607rab36_CP.jpg | data\imgs\ag021607rab36_NCP.jpg	2			existing_dataset
ag032009rol598_CNP		ag032009rol598_CNP.tiff	data/masks/ag032009rol598_CNP.tiff	multiple_images	normalized_old_id	ag032009rol598_CNP.JPG | ag032009rol598_CP.JPG | ag032009rol598_NCP.JPG	data\imgs\ag032009rol598_CNP.JPG | data\imgs\ag032009rol598_CP.JPG | data\imgs\ag032009rol598_NCP.JPG	3			existing_dataset
ag032009rol598_CP		ag032009rol598_CP.tiff	data/masks/ag032009rol598_CP.tiff	multiple_images	normalized_old_id	ag032009rol598_CNP.JPG | ag032009rol598_CP.JPG | ag032009rol598_NCP.JPG	data\imgs\ag032009rol598_CNP.JPG | data\imgs\ag032009rol598_CP.JPG | data\imgs\ag032009rol598_NCP.JPG	3			existing_dataset
ag032009rol598_NCP		ag032009rol598_NCP.tiff	data/masks/ag032009rol598_NCP.tiff	multiple_images	normalized_old_id	ag032009rol598_CNP.JPG | ag032009rol598_CP.JPG | ag032009rol598_NCP.JPG	data\imgs\ag032009rol598_CNP.JPG | data\imgs\ag032009rol598_CP.JPG | data\imgs\ag032009rol598_NCP.JPG	3			existing_dataset
AH091208per115_CNP		AH091208per115_CNP.tiff	data/masks/AH091208per115_CNP.tiff	multiple_images	normalized_old_id	AH091208per115_CNP.JPG | AH091208per115_CP.JPG	data\imgs\AH091208per115_CNP.JPG | data\imgs\AH091208per115_CP.JPG	2			existing_dataset
AH091208per115_CP		AH091208per115_CP.tiff	data/masks/AH091208per115_CP.tiff	multiple_images	normalized_old_id	AH091208per115_CNP.JPG | AH091208per115_CP.JPG	data\imgs\AH091208per115_CNP.JPG | data\imgs\AH091208per115_CP.JPG	2			existing_dataset
ak051007rol72_CP		ak051007rol72_CP.tiff	data/masks/ak051007rol72_CP.tiff	multiple_images	normalized_old_id	ak051007rol72_CP.JPG | ak051007rol72_NCP.JPG	data\imgs\ak051007rol72_CP.JPG | data\imgs\ak051007rol72_NCP.JPG	2			existing_dataset
ak051007rol72_NCP		ak051007rol72_NCP.tiff	data/masks/ak051007rol72_NCP.tiff	multiple_images	normalized_old_id	ak051007rol72_CP.JPG | ak051007rol72_NCP.JPG	data\imgs\ak051007rol72_CP.JPG | data\imgs\ak051007rol72_NCP.JPG	2			existing_dataset
as091407rab308_CNP		as091407rab308_CNP.tiff	data/masks/as091407rab308_CNP.tiff	multiple_images	normalized_old_id	as091407rab308_CNP.jpg | as091407rab308_CP.jpg	data\imgs\as091407rab308_CNP.jpg | data\imgs\as091407rab308_CP.jpg	2			existing_dataset
as091407rab308_CP		as091407rab308_CP.tiff	data/masks/as091407rab308_CP.tiff	multiple_images	normalized_old_id	as091407rab308_CNP.jpg | as091407rab308_CP.jpg	data\imgs\as091407rab308_CNP.jpg | data\imgs\as091407rab308_CP.jpg	2			existing_dataset
bf032309rab1011_CNP		bf032309rab1011_CNP.tiff	data/masks/bf032309rab1011_CNP.tiff	multiple_images	normalized_old_id	bf032309rab1011_CNP.JPG | bf032309rab1011_CP.JPG | bf032309rab1011_NCP.JPG	data\imgs\bf032309rab1011_CNP.JPG | data\imgs\bf032309rab1011_CP.JPG | data\imgs\bf032309rab1011_NCP.JPG	3			existing_dataset
bf032309rab1011_CP		bf032309rab1011_CP.tiff	data/masks/bf032309rab1011_CP.tiff	multiple_images	normalized_old_id	bf032309rab1011_CNP.JPG | bf032309rab1011_CP.JPG | bf032309rab1011_NCP.JPG	data\imgs\bf032309rab1011_CNP.JPG | data\imgs\bf032309rab1011_CP.JPG | data\imgs\bf032309rab1011_NCP.JPG	3			existing_dataset
bf032309rab1011_NCP		bf032309rab1011_NCP.tiff	data/masks/bf032309rab1011_NCP.tiff	multiple_images	normalized_old_id	bf032309rab1011_CNP.JPG | bf032309rab1011_CP.JPG | bf032309rab1011_NCP.JPG	data\imgs\bf032309rab1011_CNP.JPG | data\imgs\bf032309rab1011_CP.JPG | data\imgs\bf032309rab1011_NCP.JPG	3			existing_dataset
bl050707rol69_CP		bl050707rol69_CP.tiff	data/masks/bl050707rol69_CP.tiff	multiple_images	normalized_old_id	bl050707rol69_CP.JPG | bl050707rol69_NCP.JPG	data\imgs\bl050707rol69_CP.JPG | data\imgs\bl050707rol69_NCP.JPG	2			existing_dataset
bl050707rol69_NCP		bl050707rol69_NCP.tiff	data/masks/bl050707rol69_NCP.tiff	multiple_images	normalized_old_id	bl050707rol69_CP.JPG | bl050707rol69_NCP.JPG	data\imgs\bl050707rol69_CP.JPG | data\imgs\bl050707rol69_NCP.JPG	2			existing_dataset
bs050107rol62_CNP		bs050107rol62_CNP.tiff	data/masks/bs050107rol62_CNP.tiff	multiple_images	normalized_old_id	bs050107rol62_CNP.JPG | bs050107rol62_NCP.JPG	data\imgs\bs050107rol62_CNP.JPG | data\imgs\bs050107rol62_NCP.JPG	2			existing_dataset
bs050107rol62_NCP		bs050107rol62_NCP.tiff	data/masks/bs050107rol62_NCP.tiff	multiple_images	normalized_old_id	bs050107rol62_CNP.JPG | bs050107rol62_NCP.JPG	data\imgs\bs050107rol62_CNP.JPG | data\imgs\bs050107rol62_NCP.JPG	2			existing_dataset
ck022808rol320_CNP		ck022808rol320_CNP.tiff	data/masks/ck022808rol320_CNP.tiff	multiple_images	normalized_old_id	ck022808rol320_CNP.JPG | ck022808rol320_CP.JPG	data\imgs\ck022808rol320_CNP.JPG | data\imgs\ck022808rol320_CP.JPG	2			existing_dataset
ck022808rol320_CP		ck022808rol320_CP.tiff	data/masks/ck022808rol320_CP.tiff	multiple_images	normalized_old_id	ck022808rol320_CNP.JPG | ck022808rol320_CP.JPG	data\imgs\ck022808rol320_CNP.JPG | data\imgs\ck022808rol320_CP.JPG	2			existing_dataset
ck081007rolla185_CNP		ck081007rolla185_CNP.tiff	data/masks/ck081007rolla185_CNP.tiff	multiple_images	normalized_old_id	ck081007rolla185_CNP.JPG | ck081007rolla185_CP.JPG	data\imgs\ck081007rolla185_CNP.JPG | data\imgs\ck081007rolla185_CP.JPG	2			existing_dataset
ck081007rolla185_CP		ck081007rolla185_CP.tiff	data/masks/ck081007rolla185_CP.tiff	multiple_images	normalized_old_id	ck081007rolla185_CNP.JPG | ck081007rolla185_CP.JPG	data\imgs\ck081007rolla185_CNP.JPG | data\imgs\ck081007rolla185_CP.JPG	2			existing_dataset
cm020309rol565_CNP		cm020309rol565_CNP.tiff	data/masks/cm020309rol565_CNP.tiff	multiple_images	normalized_old_id	cm020309rol565_CNP.JPG | cm020309rol565_NCP.JPG	data\imgs\cm020309rol565_CNP.JPG | data\imgs\cm020309rol565_NCP.JPG	2			existing_dataset
cm020309rol565_NCP		cm020309rol565_NCP.tiff	data/masks/cm020309rol565_NCP.tiff	multiple_images	normalized_old_id	cm020309rol565_CNP.JPG | cm020309rol565_NCP.JPG	data\imgs\cm020309rol565_CNP.JPG | data\imgs\cm020309rol565_NCP.JPG	2			existing_dataset
cm040709rab1030_CP		cm040709rab1030_CP.tiff	data/masks/cm040709rab1030_CP.tiff	multiple_images	normalized_old_id	cm040709rab1030_CP.JPG | cm040709rab1030_NCP.JPG	data\imgs\cm040709rab1030_CP.JPG | data\imgs\cm040709rab1030_NCP.JPG	2			existing_dataset
cm040709rab1030_NCP		cm040709rab1030_NCP.tiff	data/masks/cm040709rab1030_NCP.tiff	multiple_images	normalized_old_id	cm040709rab1030_CP.JPG | cm040709rab1030_NCP.JPG	data\imgs\cm040709rab1030_CP.JPG | data\imgs\cm040709rab1030_NCP.JPG	2			existing_dataset
da051308rol385_CNP		da051308rol385_CNP.tiff	data/masks/da051308rol385_CNP.tiff	multiple_images	normalized_old_id	da051308rol385_CNP.JPG | da051308rol385_NCP.JPG	data\imgs\da051308rol385_CNP.JPG | data\imgs\da051308rol385_NCP.JPG	2			existing_dataset
da051308rol385_NCP		da051308rol385_NCP.tiff	data/masks/da051308rol385_NCP.tiff	multiple_images	normalized_old_id	da051308rol385_CNP.JPG | da051308rol385_NCP.JPG	data\imgs\da051308rol385_CNP.JPG | data\imgs\da051308rol385_NCP.JPG	2			existing_dataset
da123107rol261_CP		da123107rol261_CP.tiff	data/masks/da123107rol261_CP.tiff	multiple_images	normalized_old_id	da123107rol261_CP.JPG | da123107rol261_NCP.JPG	data\imgs\da123107rol261_CP.JPG | data\imgs\da123107rol261_NCP.JPG	2			existing_dataset
da123107rol261_NCP		da123107rol261_NCP.tiff	data/masks/da123107rol261_NCP.tiff	multiple_images	normalized_old_id	da123107rol261_CP.JPG | da123107rol261_NCP.JPG	data\imgs\da123107rol261_CP.JPG | data\imgs\da123107rol261_NCP.JPG	2			existing_dataset
dg021908rol304_CNP		dg021908rol304_CNP.tiff	data/masks/dg021908rol304_CNP.tiff	multiple_images	normalized_old_id	dg021908rol304_CNP.JPG | dg021908rol304_CP.JPG	data\imgs\dg021908rol304_CNP.JPG | data\imgs\dg021908rol304_CP.JPG	2			existing_dataset
dg021908rol304_CP		dg021908rol304_CP.tiff	data/masks/dg021908rol304_CP.tiff	multiple_images	normalized_old_id	dg021908rol304_CNP.JPG | dg021908rol304_CP.JPG	data\imgs\dg021908rol304_CNP.JPG | data\imgs\dg021908rol304_CP.JPG	2			existing_dataset
dh022908rol325_CNP		dh022908rol325_CNP.tiff	data/masks/dh022908rol325_CNP.tiff	multiple_images	normalized_old_id	dh022908rol325_CNP.JPG | dh022908rol325_CP.JPG	data\imgs\dh022908rol325_CNP.JPG | data\imgs\dh022908rol325_CP.JPG	2			existing_dataset
dh022908rol325_NCP		dh022908rol325_NCP.tiff	data/masks/dh022908rol325_NCP.tiff	multiple_images	normalized_old_id	dh022908rol325_CNP.JPG | dh022908rol325_CP.JPG	data\imgs\dh022908rol325_CNP.JPG | data\imgs\dh022908rol325_CP.JPG	2			existing_dataset
dh062608rol420_CNP		dh062608rol420_CNP.tiff	data/masks/dh062608rol420_CNP.tiff	multiple_images	normalized_old_id	dh062608rol420_CNP.JPG | dh062608rol420_CP.JPG	data\imgs\dh062608rol420_CNP.JPG | data\imgs\dh062608rol420_CP.JPG	2			existing_dataset
dh062608rol420_CP		dh062608rol420_CP.tiff	data/masks/dh062608rol420_CP.tiff	multiple_images	normalized_old_id	dh062608rol420_CNP.JPG | dh062608rol420_CP.JPG	data\imgs\dh062608rol420_CNP.JPG | data\imgs\dh062608rol420_CP.JPG	2			existing_dataset
dw070307rab210_CNP		dw070307rab210_CNP.tiff	data/masks/dw070307rab210_CNP.tiff	multiple_images	normalized_old_id	dw070307rab210_CNP.jpg | dw070307rab210_CP.jpg | dw070307rab210_NCP.jpg	data\imgs\dw070307rab210_CNP.jpg | data\imgs\dw070307rab210_CP.jpg | data\imgs\dw070307rab210_NCP.jpg	3			existing_dataset
dw070307rab210_CP		dw070307rab210_CP.tiff	data/masks/dw070307rab210_CP.tiff	multiple_images	normalized_old_id	dw070307rab210_CNP.jpg | dw070307rab210_CP.jpg | dw070307rab210_NCP.jpg	data\imgs\dw070307rab210_CNP.jpg | data\imgs\dw070307rab210_CP.jpg | data\imgs\dw070307rab210_NCP.jpg	3			existing_dataset
dw070307rab210_NCP		dw070307rab210_NCP.tiff	data/masks/dw070307rab210_NCP.tiff	multiple_images	normalized_old_id	dw070307rab210_CNP.jpg | dw070307rab210_CP.jpg | dw070307rab210_NCP.jpg	data\imgs\dw070307rab210_CNP.jpg | data\imgs\dw070307rab210_CP.jpg | data\imgs\dw070307rab210_NCP.jpg	3			existing_dataset
eb053107rolla104_CNP		eb053107rolla104_CNP.tiff	data/masks/eb053107rolla104_CNP.tiff	multiple_images	normalized_old_id	eb053107rolla104_CNP.JPG | eb053107rolla104_CP.JPG	data\imgs\eb053107rolla104_CNP.JPG | data\imgs\eb053107rolla104_CP.JPG	2			existing_dataset
eb053107rolla104_CP		eb053107rolla104_CP.tiff	data/masks/eb053107rolla104_CP.tiff	multiple_images	normalized_old_id	eb053107rolla104_CNP.JPG | eb053107rolla104_CP.JPG	data\imgs\eb053107rolla104_CNP.JPG | data\imgs\eb053107rolla104_CP.JPG	2			existing_dataset
ec052808rab729_CNP		ec052808rab729_CNP.tiff	data/masks/ec052808rab729_CNP.tiff	multiple_images	normalized_old_id	ec052808rab729_CNP.jpg | ec052808rab729_NCP.jpg	data\imgs\ec052808rab729_CNP.jpg | data\imgs\ec052808rab729_NCP.jpg	2			existing_dataset
ec052808rab729_NCP		ec052808rab729_NCP.tiff	data/masks/ec052808rab729_NCP.tiff	multiple_images	normalized_old_id	ec052808rab729_CNP.jpg | ec052808rab729_NCP.jpg	data\imgs\ec052808rab729_CNP.jpg | data\imgs\ec052808rab729_NCP.jpg	2			existing_dataset
EH112408per192_CNP		EH112408per192_CNP.tiff	data/masks/EH112408per192_CNP.tiff	multiple_images	normalized_old_id	EH112408per192_CNP.JPG | EH112408per192_NCP.JPG	data\imgs\EH112408per192_CNP.JPG | data\imgs\EH112408per192_NCP.JPG	2			existing_dataset
EH112408per192_NCP		EH112408per192_NCP.tiff	data/masks/EH112408per192_NCP.tiff	multiple_images	normalized_old_id	EH112408per192_CNP.JPG | EH112408per192_NCP.JPG	data\imgs\EH112408per192_CNP.JPG | data\imgs\EH112408per192_NCP.JPG	2			existing_dataset
et051407rol79_CNP		et051407rol79_CNP.tiff	data/masks/et051407rol79_CNP.tiff	multiple_images	normalized_old_id	et051407rol79_CNP.JPG | et051407rol79_NCP.JPG	data\imgs\et051407rol79_CNP.JPG | data\imgs\et051407rol79_NCP.JPG	2			existing_dataset
et051407rol79_NCP		et051407rol79_NCP.tiff	data/masks/et051407rol79_NCP.tiff	multiple_images	normalized_old_id	et051407rol79_CNP.JPG | et051407rol79_NCP.JPG	data\imgs\et051407rol79_CNP.JPG | data\imgs\et051407rol79_NCP.JPG	2			existing_dataset
fd010509Rol549_CNP		fd010509Rol549_CNP.tiff	data/masks/fd010509Rol549_CNP.tiff	multiple_images	normalized_old_id	fd010509Rol549_CNP.JPG | fd010509Rol549_CP.JPG | fd010509Rol549_NCP.JPG	data\imgs\fd010509Rol549_CNP.JPG | data\imgs\fd010509Rol549_CP.JPG | data\imgs\fd010509Rol549_NCP.JPG	3			existing_dataset
fd010509Rol549_CP		fd010509Rol549_CP.tiff	data/masks/fd010509Rol549_CP.tiff	multiple_images	normalized_old_id	fd010509Rol549_CNP.JPG | fd010509Rol549_CP.JPG | fd010509Rol549_NCP.JPG	data\imgs\fd010509Rol549_CNP.JPG | data\imgs\fd010509Rol549_CP.JPG | data\imgs\fd010509Rol549_NCP.JPG	3			existing_dataset
fd010509Rol549_NCP		fd010509Rol549_NCP.tiff	data/masks/fd010509Rol549_NCP.tiff	multiple_images	normalized_old_id	fd010509Rol549_CNP.JPG | fd010509Rol549_CP.JPG | fd010509Rol549_NCP.JPG	data\imgs\fd010509Rol549_CNP.JPG | data\imgs\fd010509Rol549_CP.JPG | data\imgs\fd010509Rol549_NCP.JPG	3			existing_dataset
gb022609rab992_CNP		gb022609rab992_CNP.tiff	data/masks/gb022609rab992_CNP.tiff	multiple_images	normalized_old_id	gb022609rab992_CNP.JPG | gb022609rab992_CP.JPG | gb022609rab992_NCP.JPG	data\imgs\gb022609rab992_CNP.JPG | data\imgs\gb022609rab992_CP.JPG | data\imgs\gb022609rab992_NCP.JPG	3			existing_dataset
gb022609rab992_CP		gb022609rab992_CP.tiff	data/masks/gb022609rab992_CP.tiff	multiple_images	normalized_old_id	gb022609rab992_CNP.JPG | gb022609rab992_CP.JPG | gb022609rab992_NCP.JPG	data\imgs\gb022609rab992_CNP.JPG | data\imgs\gb022609rab992_CP.JPG | data\imgs\gb022609rab992_NCP.JPG	3			existing_dataset
gb022609rab992_NCP		gb022609rab992_NCP.tiff	data/masks/gb022609rab992_NCP.tiff	multiple_images	normalized_old_id	gb022609rab992_CNP.JPG | gb022609rab992_CP.JPG | gb022609rab992_NCP.JPG	data\imgs\gb022609rab992_CNP.JPG | data\imgs\gb022609rab992_CP.JPG | data\imgs\gb022609rab992_NCP.JPG	3			existing_dataset
ge060608rol404_CNP		ge060608rol404_CNP.tiff	data/masks/ge060608rol404_CNP.tiff	multiple_images	normalized_old_id	ge060608rol404_CNP.JPG | ge060608rol404_CP.JPG	data\imgs\ge060608rol404_CNP.JPG | data\imgs\ge060608rol404_CP.JPG	2			existing_dataset
ge060608rol404_CP		ge060608rol404_CP.tiff	data/masks/ge060608rol404_CP.tiff	multiple_images	normalized_old_id	ge060608rol404_CNP.JPG | ge060608rol404_CP.JPG	data\imgs\ge060608rol404_CNP.JPG | data\imgs\ge060608rol404_CP.JPG	2			existing_dataset
gg081508rol455_CNP		gg081508rol455_CNP.tiff	data/masks/gg081508rol455_CNP.tiff	multiple_images	normalized_old_id	gg081508rol455_CNP.JPG | gg081508rol455_NCP.JPG	data\imgs\gg081508rol455_CNP.JPG | data\imgs\gg081508rol455_NCP.JPG	2			existing_dataset
gg081508rol455_NCP		gg081508rol455_NCP.tiff	data/masks/gg081508rol455_NCP.tiff	multiple_images	normalized_old_id	gg081508rol455_CNP.JPG | gg081508rol455_NCP.JPG	data\imgs\gg081508rol455_CNP.JPG | data\imgs\gg081508rol455_NCP.JPG	2			existing_dataset
gn070307rol143_CNP		gn070307rol143_CNP.tiff	data/masks/gn070307rol143_CNP.tiff	multiple_images	normalized_old_id	gn070307rol143_CNP.JPG | gn070307rol143_CP.JPG | gn070307rol143_NCP.JPG	data\imgs\gn070307rol143_CNP.JPG | data\imgs\gn070307rol143_CP.JPG | data\imgs\gn070307rol143_NCP.JPG	3			existing_dataset
gn070307rol143_CP		gn070307rol143_CP.tiff	data/masks/gn070307rol143_CP.tiff	multiple_images	normalized_old_id	gn070307rol143_CNP.JPG | gn070307rol143_CP.JPG | gn070307rol143_NCP.JPG	data\imgs\gn070307rol143_CNP.JPG | data\imgs\gn070307rol143_CP.JPG | data\imgs\gn070307rol143_NCP.JPG	3			existing_dataset
gn070307rol143_NCP		gn070307rol143_NCP.tiff	data/masks/gn070307rol143_NCP.tiff	multiple_images	normalized_old_id	gn070307rol143_CNP.JPG | gn070307rol143_CP.JPG | gn070307rol143_NCP.JPG	data\imgs\gn070307rol143_CNP.JPG | data\imgs\gn070307rol143_CP.JPG | data\imgs\gn070307rol143_NCP.JPG	3			existing_dataset
GS121908per199_CNP		GS121908per199_CNP.tiff	data/masks/GS121908per199_CNP.tiff	multiple_images	normalized_old_id	GS121908per199_CNP.JPG | GS121908per199_CP.JPG | GS121908per199_NCP.JPG	data\imgs\GS121908per199_CNP.JPG | data\imgs\GS121908per199_CP.JPG | data\imgs\GS121908per199_NCP.JPG	3			existing_dataset
GS121908per199_CP		GS121908per199_CP.tiff	data/masks/GS121908per199_CP.tiff	multiple_images	normalized_old_id	GS121908per199_CNP.JPG | GS121908per199_CP.JPG | GS121908per199_NCP.JPG	data\imgs\GS121908per199_CNP.JPG | data\imgs\GS121908per199_CP.JPG | data\imgs\GS121908per199_NCP.JPG	3			existing_dataset
GS121908per199_NCP		GS121908per199_NCP.tiff	data/masks/GS121908per199_NCP.tiff	multiple_images	normalized_old_id	GS121908per199_CNP.JPG | GS121908per199_CP.JPG | GS121908per199_NCP.JPG	data\imgs\GS121908per199_CNP.JPG | data\imgs\GS121908per199_CP.JPG | data\imgs\GS121908per199_NCP.JPG	3			existing_dataset
hp041808rol363_CNP		hp041808rol363_CNP.tiff	data/masks/hp041808rol363_CNP.tiff	multiple_images	normalized_old_id	hp041808rol363_CNP.JPG | hp041808rol363_CP.JPG | hp041808rol363_NCP.JPG	data\imgs\hp041808rol363_CNP.JPG | data\imgs\hp041808rol363_CP.JPG | data\imgs\hp041808rol363_NCP.JPG	3			existing_dataset
hp041808rol363_CP		hp041808rol363_CP.tiff	data/masks/hp041808rol363_CP.tiff	multiple_images	normalized_old_id	hp041808rol363_CNP.JPG | hp041808rol363_CP.JPG | hp041808rol363_NCP.JPG	data\imgs\hp041808rol363_CNP.JPG | data\imgs\hp041808rol363_CP.JPG | data\imgs\hp041808rol363_NCP.JPG	3			existing_dataset
hp041808rol363_NCP		hp041808rol363_NCP.tiff	data/masks/hp041808rol363_NCP.tiff	multiple_images	normalized_old_id	hp041808rol363_CNP.JPG | hp041808rol363_CP.JPG | hp041808rol363_NCP.JPG	data\imgs\hp041808rol363_CNP.JPG | data\imgs\hp041808rol363_CP.JPG | data\imgs\hp041808rol363_NCP.JPG	3			existing_dataset
hs062209rab1110_CP		hs062209rab1110_CP.tiff	data/masks/hs062209rab1110_CP.tiff	multiple_images	normalized_old_id	hs062209rab1110_CP.JPG | hs062209rab1110_NCP.JPG	data\imgs\hs062209rab1110_CP.JPG | data\imgs\hs062209rab1110_NCP.JPG	2			existing_dataset
hs062209rab1110_NCP		hs062209rab1110_NCP.tiff	data/masks/hs062209rab1110_NCP.tiff	multiple_images	normalized_old_id	hs062209rab1110_CP.JPG | hs062209rab1110_NCP.JPG	data\imgs\hs062209rab1110_CP.JPG | data\imgs\hs062209rab1110_NCP.JPG	2			existing_dataset
js092508rol495_CNP		js092508rol495_CNP.tiff	data/masks/js092508rol495_CNP.tiff	multiple_images	normalized_old_id	js092508rol495_CNP.JPG | js092508rol495_CP.JPG | js092508rol495_NCP.JPG	data\imgs\js092508rol495_CNP.JPG | data\imgs\js092508rol495_CP.JPG | data\imgs\js092508rol495_NCP.JPG	3			existing_dataset
js092508rol495_CP		js092508rol495_CP.tiff	data/masks/js092508rol495_CP.tiff	multiple_images	normalized_old_id	js092508rol495_CNP.JPG | js092508rol495_CP.JPG | js092508rol495_NCP.JPG	data\imgs\js092508rol495_CNP.JPG | data\imgs\js092508rol495_CP.JPG | data\imgs\js092508rol495_NCP.JPG	3			existing_dataset
js092508rol495_NCP		js092508rol495_NCP.tiff	data/masks/js092508rol495_NCP.tiff	multiple_images	normalized_old_id	js092508rol495_CNP.JPG | js092508rol495_CP.JPG | js092508rol495_NCP.JPG	data\imgs\js092508rol495_CNP.JPG | data\imgs\js092508rol495_CP.JPG | data\imgs\js092508rol495_NCP.JPG	3			existing_dataset
lb010509rab917_CNP		lb010509rab917_CNP.tiff	data/masks/lb010509rab917_CNP.tiff	multiple_images	normalized_old_id	lb010509rab917_CNP.JPG | lb010509rab917_CP.JPG | lb010509rab917_NCP.JPG	data\imgs\lb010509rab917_CNP.JPG | data\imgs\lb010509rab917_CP.JPG | data\imgs\lb010509rab917_NCP.JPG	3			existing_dataset
lb010509rab917_CP		lb010509rab917_CP.tiff	data/masks/lb010509rab917_CP.tiff	multiple_images	normalized_old_id	lb010509rab917_CNP.JPG | lb010509rab917_CP.JPG | lb010509rab917_NCP.JPG	data\imgs\lb010509rab917_CNP.JPG | data\imgs\lb010509rab917_CP.JPG | data\imgs\lb010509rab917_NCP.JPG	3			existing_dataset
lb010509rab917_NCP		lb010509rab917_NCP.tiff	data/masks/lb010509rab917_NCP.tiff	multiple_images	normalized_old_id	lb010509rab917_CNP.JPG | lb010509rab917_CP.JPG | lb010509rab917_NCP.JPG	data\imgs\lb010509rab917_CNP.JPG | data\imgs\lb010509rab917_CP.JPG | data\imgs\lb010509rab917_NCP.JPG	3			existing_dataset
lb100407rol221_CNP		lb100407rol221_CNP.tiff	data/masks/lb100407rol221_CNP.tiff	multiple_images	normalized_old_id	lb100407rol221_CNP.JPG | lb100407rol221_CP.JPG | lb100407rol221_NCP.JPG	data\imgs\lb100407rol221_CNP.JPG | data\imgs\lb100407rol221_CP.JPG | data\imgs\lb100407rol221_NCP.JPG	3			existing_dataset
lb100407rol221_CP		lb100407rol221_CP.tiff	data/masks/lb100407rol221_CP.tiff	multiple_images	normalized_old_id	lb100407rol221_CNP.JPG | lb100407rol221_CP.JPG | lb100407rol221_NCP.JPG	data\imgs\lb100407rol221_CNP.JPG | data\imgs\lb100407rol221_CP.JPG | data\imgs\lb100407rol221_NCP.JPG	3			existing_dataset
